,CommitTime,CommitMessage,CommitID,ReadingError,axioms,reasonerActive,logicalAxioms,subClassOfAxioms,inverseObjectPropertyAxioms,objectPropertiesOnClasses,OntoQA_Cohesion,OntoQA_Relationship_Richness,OntoQA_Relationship_Diversity,OntoQA_Class_Utilization,OntoQA_Class_Inheritance_Richness,OntoQA_Attribute_Richness,OntoQA_Schema_Deepness,individuals,classes,classesWithIndividuals,created,repository,fileName,branch,wholeRepositoryAnalyzed
37,2021-09-14 21:01:08+00:00,"release 2021-09-14
",1d095f3f552ee378b1b6e0fe29c0467239b1e903,,19321,False,3142,1911,1,594,1,0.7628742514970059,0.7628742514970059,0.0,0.96272040302267,0.0,0.96272040302267,0,1985,0,2022-04-01T19:07:19.152464+00:00,github.com/evidenceontology/evidenceontology,eco-base.owl,,True
38,2021-10-01 21:15:03+00:00,"release 2021-10-01
",653868846c06cefd87ffc3713ecee65ccb780b7f,,19348,False,3142,1911,1,594,1,0.7628742514970059,0.7628742514970059,0.0,0.96272040302267,0.0,0.96272040302267,0,1985,0,2022-04-01T19:07:19.152464+00:00,github.com/evidenceontology/evidenceontology,eco-base.owl,,True
39,2021-10-08 18:07:24+00:00,"release 2021-10-08
",a0ac46ab250212397d87e90bc889d612c6c82be7,,19345,False,3142,1911,1,594,1,0.7628742514970059,0.7628742514970059,0.0,0.96272040302267,0.0,0.96272040302267,0,1985,0,2022-04-01T19:07:19.152464+00:00,github.com/evidenceontology/evidenceontology,eco-base.owl,,True
40,2021-10-20 21:31:23+00:00,"release 2021-10-20
",0757b84f775c6e01db178ffb55b980cfb4db3b79,,19882,False,3142,1911,1,594,1,0.7628742514970059,0.7628742514970059,0.0,0.96272040302267,0.0,0.96272040302267,0,1985,0,2022-04-01T19:07:19.152464+00:00,github.com/evidenceontology/evidenceontology,eco-base.owl,,True
41,2021-12-03 18:52:30+00:00,"release 2021-12-03
",d3768e6427fb8037836ef6d4b775ea1ec3fb8863,,19882,False,3142,1911,1,594,1,0.7628742514970059,0.7628742514970059,0.0,0.96272040302267,0.0,0.96272040302267,0,1985,0,2022-04-01T19:07:19.152464+00:00,github.com/evidenceontology/evidenceontology,eco-base.owl,,True
42,2022-01-04 16:00:50+00:00,"release 2022-01-04
",7debf5d7412b597e4e1a3be2c76bff4766deba03,,19898,False,3150,1917,1,597,1,0.7625298329355609,0.7625298329355609,0.0,0.9657430730478589,0.0,0.9657430730478589,0,1985,0,2022-04-01T19:07:19.152464+00:00,github.com/evidenceontology/evidenceontology,eco-base.owl,,True
43,2022-02-08 21:41:01+00:00,"release 2022-02-08
",1d9d2307261e95f133ef5d99e3f555c29244c63f,,19941,False,3189,1943,1,612,1,0.7604696673189824,0.7604696673189824,0.0,0.9788413098236776,0.0,0.9788413098236776,0,1985,0,2022-04-01T19:07:19.152464+00:00,github.com/evidenceontology/evidenceontology,eco-base.owl,,True
44,2022-02-09 15:21:03+00:00,"release 2022-02-09
",70de9c5d5ca65857eecce3dba8cc78660109a797,,19941,False,3189,1943,1,612,1,0.7604696673189824,0.7604696673189824,0.0,0.9788413098236776,0.0,0.9788413098236776,0,1985,0,2022-04-01T19:07:19.152464+00:00,github.com/evidenceontology/evidenceontology,eco-base.owl,,True
45,2018-08-21 21:06:50+00:00,"Release 08-21-2018
",febcec28a9803d48d5f89f0f862da692590953d8,,15963,False,3958,2988,1,425,1,0.8754761207149135,0.8754761207149135,0.0,1.9364873622812702,0.0,1.9364873622812702,0,1543,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
46,2018-08-21 21:11:00+00:00,"Fix IRIs
",72ce4278b84c155fdbc6ea08da2f803067f7f43f,,15963,False,3958,2988,1,425,1,0.8754761207149135,0.8754761207149135,0.0,1.9364873622812702,0.0,1.9364873622812702,0,1543,0,2022-04-01T19:07:45.567293+00:00,github.com/evidenceontology/evidenceontology,eco-basic.owl,,True
